perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Atención al ciudadano 012;TWITTER;29457;10;11816;2;2023-01-27
FUESCYL Fundación Universidades;FACEBOOK;12815;3;3092;0;2023-01-27
ITACYL Instituto Técnico Agrario;FACEBOOK;680;4;2116;0;2023-01-27
Energía EREN;TWITTER;17476;4;3276;2;2023-01-26
Salud+JCYL;FACEBOOK;12955;0;49587;1;2023-01-26
sacylinnova;TWITTER;898;0;410;0;2023-01-26
Familia;TWITTER;5526;2;3192;0;2023-01-26
Comunicación Junta de Castilla y León;FACEBOOK;12637;6;35462;4;2023-01-26
Patrimonio Natural;FACEBOOK;4054;1;7231;0;2023-01-26
Castilla y León Digital;TWITTER;22911;5;6105;-1;2023-01-26
Familia;FACEBOOK;348;3;1630;0;2023-01-25
Patrimonio Natural;FACEBOOK;4053;1;7231;6;2023-01-25
Instituto de la Juventud de Castilla y León;FACEBOOK;16937;7;16918;4;2023-01-24
Centro de Emergencias Castilla y León 112;FACEBOOK;19809;4;19040;5;2023-01-24
Patrimonio Natural;FACEBOOK;4052;1;7225;2;2023-01-24
Castilla y León Digital;TWITTER;22901;6;6105;0;2023-01-24
Castilla y León Exterior;FACEBOOK;2065;0;843;0;2023-01-24
CREFES Formación y Estudios Sociales;FACEBOOK;6728;0;3428;3;2023-01-24
Pasarela Castilla y León;FACEBOOK;921;0;5797;0;2023-01-24
Energía EREN;TWITTER;17469;1;3275;1;2023-01-24
Patrimonio Natural;TWITTER;25051;3;8419;8;2023-01-23
sacylinnova;TWITTER;898;0;410;0;2023-01-23
Turismo Castilla y León es Vida;FACEBOOK;24903;4;85888;0;2023-01-23
FUESCYL Fundación Universidades;FACEBOOK;12808;1;3092;-1;2023-01-23
CREFES Formación y Estudios Sociales;FACEBOOK;6728;0;3425;1;2023-01-23
Empleo en Castilla y León;FACEBOOK;8812;12;12797;5;2023-01-23
Castilla y León Exterior;FACEBOOK;2065;0;843;3;2023-01-22
ITACYL Instituto Técnico Agrario;FACEBOOK;670;2;2114;4;2023-01-22
Turismo Castilla y León es Vida;FACEBOOK;24899;;85888;;2023-01-22
Patrimonio Natural;TWITTER;25048;3;8411;3;2023-01-22
Cultura de Castilla y León;TWITTER;30614;5;11874;-1;2023-01-22
Gobierno Abierto de Castilla y León Transparencia;TWITTER;7096;2;3571;0;2023-01-22
Comunicación Junta de Castilla y León;FACEBOOK;12621;2;35434;7;2023-01-21
Atención al ciudadano 012;TWITTER;29406;6;11793;6;2023-01-21
Gobierno Abierto de Castilla y León Transparencia;TWITTER;7081;5;3568;2;2023-01-19
Universidades e Investigación - JCyL;TWITTER;18931;0;3154;1;2023-01-19
Trabajo y Prevención de Castilla y León;TWITTER;14208;8;3818;6;2023-01-19
Educación;TWITTER;40772;5;57048;10;2023-01-19
Castilla y León Digital;TWITTER;22868;5;6101;0;2023-01-18
Patrimonio Natural;TWITTER;25035;4;8404;2;2023-01-18
Cultura de Castilla y León;TWITTER;30593;5;11863;2;2023-01-18
Salud+JCYL;FACEBOOK;12955;0;49594;2;2023-01-18
Comunicación Junta de Castilla y León;FACEBOOK;12612;3;35415;9;2023-01-18
Naturaleza Castilla y León;TWITTER;7003;14;15075;6;2023-01-18
ECLAP Escuela de Administración Pública;FACEBOOK;5317;1;3774;2;2023-01-18
Turismo Castilla y León es Vida;TWITTER;72293;26;120320;23;2023-01-18
Patrimonio Castilla y León;TWITTER;2072;6;2619;12;2023-01-17
Turismo Castilla y León es Vida;TWITTER;72267;12;120297;23;2023-01-17
Centro de Emergencias Castilla y León 112;TWITTER;33046;14;79333;20;2023-01-17
CREFES Formación y Estudios Sociales;FACEBOOK;6728;0;3425;-1;2023-01-17
ECLAP Escuela de Administración Pública;FACEBOOK;5316;1;3772;2;2023-01-17
Empleo en Castilla y León;FACEBOOK;8744;12;12764;6;2023-01-16
Pasarela Castilla y León;FACEBOOK;921;0;5793;1;2023-01-16
Empleo en Castilla y León;TWITTER;19293;8;8038;5;2023-01-16
Educación;TWITTER;40756;7;57023;12;2023-01-16
Universidades e Investigación - JCyL;TWITTER;18931;0;3153;1;2023-01-15
Empleo en Castilla y León;TWITTER;19285;2;8033;4;2023-01-15
Deporte en Castilla y León;TWITTER;2628;1;820;2;2023-01-15
Comunicación Junta de Castilla y León;FACEBOOK;12600;1;35398;10;2023-01-15
Deporte en Castilla y León;TWITTER;2627;1;818;0;2023-01-14
ITACYL Instituto Técnico Agrario;TWITTER;4347;1;2519;4;2023-01-14
Marca Territorio;TWITTER;40256;1;15659;6;2023-01-14
Comunicación Junta de Castilla y León;TWITTER;64239;7;78418;46;2023-01-14
ECLAP Escuela de Administración Pública;TWITTER;30338;9;5569;6;2023-01-14
sacylinnova;TWITTER;898;0;409;0;2023-01-14
Archivos de Castilla y León;FACEBOOK;8674;2;6472;1;2023-01-14
FUESCYL Fundación Universidades;FACEBOOK;12798;0;3075;0;2023-01-14
Castilla y León Digital;FACEBOOK;7046;3;3047;2;2023-01-14
Patrimonio Castilla y León;TWITTER;2053;5;2578;9;2023-01-13
ITACYL Instituto Técnico Agrario;TWITTER;4346;3;2515;0;2023-01-13
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2023-01-13
CREFES Formación y Estudios Sociales;FACEBOOK;6725;1;3426;0;2023-01-13
Educación;TWITTER;40739;5;56997;10;2023-01-13
Marca Territorio;TWITTER;40254;2;15651;2;2023-01-12
Patrimonio Castilla y León;TWITTER;2048;4;2569;6;2023-01-12
ECLAP Escuela de Administración Pública;FACEBOOK;5311;1;3764;1;2023-01-12
ITACYL Instituto Técnico Agrario;FACEBOOK;646;4;2085;0;2023-01-12
FUESCYL Fundación Universidades;FACEBOOK;12794;3;3075;0;2023-01-12
ECLAP Escuela de Administración Pública;TWITTER;30319;7;5561;0;2023-01-12
Turismo Castilla y León es Vida;TWITTER;72201;12;120180;18;2023-01-12
Salud+JCYL;TWITTER;43057;0;41117;19;2023-01-12
Comunicación Junta de Castilla y León;FACEBOOK;12591;0;35357;6;2023-01-11
Energía EREN;TWITTER;17446;5;3271;1;2023-01-11
FUESCYL Fundación Universidades;TWITTER;23707;9;3608;2;2023-01-11
Turismo Castilla y León es Vida;FACEBOOK;24867;3;85692;0;2023-01-11
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2023-01-11
Comunicación Junta de Castilla y León;TWITTER;64210;10;78314;34;2023-01-11
Patrimonio Natural;TWITTER;25010;1;8384;-1;2023-01-10
Familia;FACEBOOK;324;4;1610;0;2023-01-10
Empleo en Castilla y León;TWITTER;19276;1;8012;7;2023-01-10
ITACYL Instituto Técnico Agrario;TWITTER;4339;1;2514;1;2023-01-10
Comunicación Junta de Castilla y León;TWITTER;64200;11;78280;26;2023-01-10
Tierra de Sabor;TWITTER;43307;7;28653;1;2023-01-10
Turismo Castilla y León es Vida;TWITTER;72159;0;120108;0;2023-01-09
Patrimonio Natural;TWITTER;25009;2;8385;0;2023-01-09
Museos de Castilla y León;TWITTER;33715;10;26058;6;2023-01-09
FUESCYL Fundación Universidades;FACEBOOK;12787;1;3074;0;2023-01-08
Energía EREN;TWITTER;17433;1;3268;1;2023-01-08
FUESCYL Fundación Universidades;TWITTER;23688;1;3606;-1;2023-01-08
Patrimonio Castilla y León;TWITTER;2027;4;2547;15;2023-01-08
ECLAP Escuela de Administración Pública;TWITTER;30281;8;5553;3;2023-01-08
Museos de Castilla y León;FACEBOOK;8313;2;7615;1;2023-01-08
sacylinnova;TWITTER;898;0;410;0;2023-01-07
Tierra de Sabor;FACEBOOK;12935;4;51859;12;2023-01-07
Patrimonio Natural;TWITTER;25005;3;8386;1;2023-01-07
Castilla y León Digital;FACEBOOK;7023;1;3035;0;2023-01-06
Comunicación Junta de Castilla y León;TWITTER;64165;7;78174;19;2023-01-06
Pasarela Castilla y León;TWITTER;1715;0;619;0;2023-01-06
ITACYL Instituto Técnico Agrario;TWITTER;4332;1;2512;0;2023-01-06
FUESCYL Fundación Universidades;FACEBOOK;12784;1;3074;2;2023-01-05
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2023-01-05
FUESCYL Fundación Universidades;TWITTER;23685;3;3607;0;2023-01-05
sacylinnova;TWITTER;898;0;410;1;2023-01-05
Castilla y León Digital;FACEBOOK;7022;3;3035;0;2023-01-05
Salud+JCYL;TWITTER;43012;10;41015;9;2023-01-04
Salud+JCYL;TWITTER;43002;10;41006;10;2023-01-03
Gobierno Abierto de Castilla y León Transparencia;TWITTER;7021;3;3543;1;2023-01-03
sacylinnova;TWITTER;898;0;409;0;2023-01-03
ECLAP Escuela de Administración Pública;TWITTER;30237;8;5543;1;2023-01-03
Turismo Castilla y León es Vida;FACEBOOK;24848;2;85678;-1;2023-01-03
Centro de Emergencias Castilla y León 112;FACEBOOK;19657;9;18887;4;2023-01-03
Atención al ciudadano 012;TWITTER;29259;;11721;;2023-01-02
Familia;TWITTER;5452;1;3137;-1;2023-01-01
Castilla y León Exterior;FACEBOOK;2065;;840;;2023-01-01
Comunicación Junta de Castilla y León;FACEBOOK;12578;;35313;;2023-01-01
ECLAP Escuela de Administración Pública;TWITTER;30222;9;5532;4;2023-01-01
Naturaleza Castilla y León;TWITTER;6894;2;14987;1;2022-12-31
Deporte en Castilla y León;TWITTER;2585;0;818;0;2022-12-31
Empleo en Castilla y León;TWITTER;19246;9;7967;2;2022-12-31
ITACYL Instituto Técnico Agrario;TWITTER;4326;1;2509;1;2022-12-31
Universidades e Investigación - JCyL;TWITTER;18931;0;3152;1;2022-12-31
Tierra de Sabor;FACEBOOK;12904;4;51739;18;2022-12-31
Tierra de Sabor;TWITTER;43256;2;28644;-1;2022-12-31
Comunicación Junta de Castilla y León;TWITTER;64097;12;78042;16;2022-12-30
Empleo en Castilla y León;TWITTER;19237;7;7965;3;2022-12-30
Empresas JCYL - ICE;TWITTER;8398;3;2938;-1;2022-12-30
Familia;FACEBOOK;313;2;1604;1;2022-12-30
Museos de Castilla y León;FACEBOOK;8295;2;7603;0;2022-12-30
ECLAP Escuela de Administración Pública;TWITTER;30196;8;5523;3;2022-12-29
Universidades e Investigación - JCyL;TWITTER;18931;0;3150;0;2022-12-29
Familia;FACEBOOK;311;3;1603;0;2022-12-29
ITACYL Instituto Técnico Agrario;FACEBOOK;621;2;2075;0;2022-12-29
CREFES Formación y Estudios Sociales;FACEBOOK;6721;0;3423;-1;2022-12-29
Pasarela Castilla y León;FACEBOOK;920;0;5794;0;2022-12-28
ECLAP Escuela de Administración Pública;TWITTER;30188;9;5520;2;2022-12-28
Comunicación Junta de Castilla y León;TWITTER;64069;10;78002;30;2022-12-28
Instituto de la Juventud de Castilla y León;TWITTER;48542;15;19033;3;2022-12-28
Empleo en Castilla y León;FACEBOOK;8635;11;12654;-1;2022-12-28
Patrimonio Natural;FACEBOOK;4023;1;7122;0;2022-12-28
Castilla y León Digital;FACEBOOK;7004;3;3032;1;2022-12-28
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6996;4;3534;1;2022-12-27
Patrimonio Natural;FACEBOOK;4022;1;7122;0;2022-12-27
Castilla y León Digital;TWITTER;22754;4;6069;3;2022-12-27
Pasarela Castilla y León;TWITTER;1715;0;619;0;2022-12-27
FUESCYL Fundación Universidades;TWITTER;23659;1;3604;0;2022-12-26
Centro de Emergencias Castilla y León 112;FACEBOOK;19613;7;18874;1;2022-12-26
FUESCYL Fundación Universidades;FACEBOOK;12770;0;3069;0;2022-12-26
Patrimonio Natural;TWITTER;24964;4;8365;-3;2022-12-25
Castilla y León Digital;TWITTER;22745;5;6064;0;2022-12-25
Salud+JCYL;FACEBOOK;12955;0;49609;1;2022-12-25
CREFES Formación y Estudios Sociales;FACEBOOK;6721;0;3424;0;2022-12-25
Educación;TWITTER;40644;0;56856;0;2022-12-25
Familia;TWITTER;5433;4;3113;2;2022-12-24
Naturaleza Castilla y León;TWITTER;6866;2;14967;13;2022-12-24
Trabajo y Prevención de Castilla y León;TWITTER;14024;5;3765;0;2022-12-24
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6985;3;3530;1;2022-12-24
Empleo en Castilla y León;TWITTER;19201;2;7943;2;2022-12-24
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2022-12-24
Marca Territorio;TWITTER;40233;3;15610;1;2022-12-23
Centro de Emergencias Castilla y León 112;TWITTER;32783;7;78992;2;2022-12-23
Turismo Castilla y León es Vida;FACEBOOK;24819;1;85639;11;2022-12-23
Comunicación Junta de Castilla y León;FACEBOOK;12555;0;35247;9;2022-12-23
Tierra de Sabor;TWITTER;43210;9;28634;2;2022-12-22
Familia;TWITTER;5421;3;3105;4;2022-12-22
CREFES Formación y Estudios Sociales;FACEBOOK;6720;1;3425;0;2022-12-22
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2022-12-21
Turismo Castilla y León es Vida;TWITTER;71953;20;119839;10;2022-12-21
Cultura de Castilla y León;TWITTER;30445;6;11817;-2;2022-12-21
Salud+JCYL;FACEBOOK;12955;0;49610;-2;2022-12-21
Turismo Castilla y León es Vida;FACEBOOK;24811;2;85623;13;2022-12-20
Familia;TWITTER;5382;6;3090;4;2022-12-14
Instituto de la Juventud de Castilla y León;FACEBOOK;16734;0;16788;0;2022-12-11
Museos de Castilla y León;FACEBOOK;8247;2;7601;0;2022-12-10
ITACYL Instituto Técnico Agrario;TWITTER;4280;1;2496;1;2022-12-10
FUESCYL Fundación Universidades;TWITTER;23577;1;3601;0;2022-12-10
Castilla y León Digital;FACEBOOK;6953;3;3018;0;2022-12-10
Empleo en Castilla y León;TWITTER;19104;6;7912;7;2022-12-09
Patrimonio Castilla y León;TWITTER;1890;3;2274;12;2022-12-08
Museos de Castilla y León;TWITTER;33412;8;25909;7;2022-12-07
sacylinnova;TWITTER;898;0;409;0;2022-11-30
Turismo Castilla y León es Vida;FACEBOOK;24743;4;85497;1;2022-11-30
ITACYL Instituto Técnico Agrario;FACEBOOK;538;5;2063;0;2022-11-29
Castilla y León Digital;FACEBOOK;6921;1;3013;1;2022-11-29
Comunicación Junta de Castilla y León;TWITTER;63728;11;77306;17;2022-11-29
Patrimonio Natural;TWITTER;24890;3;8349;3;2022-11-29
Trabajo y Prevención de Castilla y León;TWITTER;13840;9;3724;1;2022-11-29
Deporte en Castilla y León;TWITTER;2474;5;806;0;2022-11-29
FUESCYL Fundación Universidades;FACEBOOK;12729;3;3062;0;2022-11-29
Marca Territorio;FACEBOOK;5567;3;3471;0;2022-11-29
Empresas JCYL - ICE;TWITTER;8298;9;2881;1;2022-11-28
Turismo Castilla y León es Vida;FACEBOOK;24736;4;85495;-2;2022-11-28
Salud+JCYL;FACEBOOK;12955;0;49619;-4;2022-11-27
Marca Territorio;TWITTER;40184;2;15578;0;2022-11-27
Familia;TWITTER;5301;3;3061;4;2022-11-27
Castilla y León Exterior;FACEBOOK;2065;0;840;0;2022-11-26
FUESCYL Fundación Universidades;TWITTER;23521;0;3603;2;2022-11-26
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6887;2;3509;0;2022-11-26
Cultura de Castilla y León;TWITTER;30317;6;11796;0;2022-11-26
FUESCYL Fundación Universidades;FACEBOOK;12724;2;3061;0;2022-11-25
Universidades e Investigación - JCyL;TWITTER;18928;0;3139;2;2022-11-25
sacylinnova;TWITTER;898;0;408;0;2022-11-25
Museos de Castilla y León;TWITTER;33294;9;25896;-6;2022-11-24
Castilla y León Digital;TWITTER;22591;5;6020;1;2022-11-24
FUESCYL Fundación Universidades;TWITTER;23516;9;3600;0;2022-11-24
Pasarela Castilla y León;TWITTER;1715;0;620;1;2022-11-24
Marca Territorio;TWITTER;40163;3;15556;3;2022-11-20
Pasarela Castilla y León;FACEBOOK;882;2;5796;0;2022-11-20
Instituto de la Juventud de Castilla y León;TWITTER;48152;14;19002;-52;2022-11-18
Deporte en Castilla y León;TWITTER;2437;13;798;-1;2022-11-18
ITACYL Instituto Técnico Agrario;TWITTER;4202;8;2455;-15;2022-11-18
ECLAP Escuela de Administración Pública;FACEBOOK;5242;1;3721;1;2022-11-18
FUESCYL Fundación Universidades;FACEBOOK;12702;2;3058;1;2022-11-17
ECLAP Escuela de Administración Pública;TWITTER;29828;8;5398;1;2022-11-17
Energía EREN;TWITTER;17317;3;3258;0;2022-11-16
FUESCYL Fundación Universidades;FACEBOOK;12700;3;3057;0;2022-11-16
ECLAP Escuela de Administración Pública;FACEBOOK;5239;2;3721;1;2022-11-16
FUESCYL Fundación Universidades;TWITTER;23427;16;3607;2;2022-11-15
Comunicación Junta de Castilla y León;TWITTER;63556;13;77093;24;2022-11-15
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6864;3;3518;2;2022-11-15
Instituto de la Juventud de Castilla y León;FACEBOOK;16604;8;16720;4;2022-11-15
Castilla y León Digital;FACEBOOK;6877;3;3004;3;2022-11-15
ITACYL Instituto Técnico Agrario;FACEBOOK;478;3;2050;1;2022-11-15
Patrimonio Natural;FACEBOOK;3979;1;7092;2;2022-11-15
Turismo Castilla y León es Vida;TWITTER;71482;12;119535;20;2022-11-14
Cultura de Castilla y León;TWITTER;30242;;11826;;2022-11-14
Pasarela Castilla y León;FACEBOOK;875;1;5797;0;2022-11-14
Castilla y León Digital;TWITTER;22540;6;6026;3;2022-11-14
sacylinnova;TWITTER;898;0;405;0;2022-11-14
Museos de Castilla y León;TWITTER;33198;9;25897;-4;2022-11-13
Trabajo y Prevención de Castilla y León;TWITTER;13711;5;3699;1;2022-11-13
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6857;2;3513;-6;2022-11-13
sacylinnova;TWITTER;898;0;405;0;2022-11-13
Naturaleza Castilla y León;TWITTER;6611;3;14850;-2;2022-11-13
Archivos de Castilla y León;FACEBOOK;8541;2;6319;0;2022-11-13
sacylinnova;TWITTER;898;0;405;0;2022-11-12
Archivos de Castilla y León;FACEBOOK;8537;1;6319;1;2022-11-11
Empleo en Castilla y León;FACEBOOK;8222;12;12377;7;2022-11-11
Turismo Castilla y León es Vida;TWITTER;71448;11;119470;13;2022-11-11
Museos de Castilla y León;TWITTER;33180;12;25895;4;2022-11-11
Archivos de Castilla y León;FACEBOOK;8536;2;6318;2;2022-11-10
Instituto de la Juventud de Castilla y León;TWITTER;48063;11;19041;6;2022-11-10
Trabajo y Prevención de Castilla y León;TWITTER;13693;17;3698;5;2022-11-10
FUESCYL Fundación Universidades;FACEBOOK;12685;4;3058;-1;2022-11-10
Salud+JCYL;TWITTER;42474;9;40576;12;2022-11-10
Atención al ciudadano 012;TWITTER;28867;11;11585;1;2022-11-09
Castilla y León Digital;TWITTER;22511;5;6013;1;2022-11-09
Patrimonio Castilla y León;TWITTER;1746;6;2055;8;2022-11-09
Empresas JCYL - ICE;TWITTER;8192;6;2857;8;2022-11-08
Atención al ciudadano 012;TWITTER;28856;11;11584;13;2022-11-08
Castilla y León Exterior;FACEBOOK;2064;0;838;0;2022-11-06
Tierra de Sabor;FACEBOOK;12579;5;50576;19;2022-11-06
Naturaleza Castilla y León;TWITTER;6557;3;14821;3;2022-11-05
Deporte en Castilla y León;TWITTER;2373;4;791;0;2022-11-04
ECLAP Escuela de Administración Pública;TWITTER;29702;9;5382;2;2022-11-04
Patrimonio Natural;FACEBOOK;3962;2;7054;1;2022-11-03
Naturaleza Castilla y León;TWITTER;6547;8;14813;6;2022-11-03
Comunicación Junta de Castilla y León;FACEBOOK;12382;4;34852;4;2022-11-02
Patrimonio Castilla y León;TWITTER;1713;5;1994;8;2022-11-02
Castilla y León Exterior;FACEBOOK;2063;0;836;0;2022-11-01
Instituto de la Juventud de Castilla y León;FACEBOOK;16524;3;16642;1;2022-11-01
Comunicación Junta de Castilla y León;TWITTER;63363;7;76701;-3;2022-10-31
Atención al ciudadano 012;TWITTER;28792;11;11557;6;2022-10-31
Pasarela Castilla y León;TWITTER;1715;0;621;0;2022-10-31
Turismo Castilla y León es Vida;TWITTER;71280;9;119356;24;2022-10-30
Pasarela Castilla y León;TWITTER;1715;0;621;0;2022-10-29
Educación;TWITTER;40318;5;56443;14;2022-10-29
Turismo Castilla y León es Vida;TWITTER;71247;17;119291;10;2022-10-27
Empleo en Castilla y León;FACEBOOK;8066;11;12246;3;2022-10-26
Turismo Castilla y León es Vida;TWITTER;71217;13;119269;24;2022-10-25
Castilla y León Digital;FACEBOOK;6813;4;2990;1;2022-10-24
Salud+JCYL;TWITTER;42297;9;40459;8;2022-10-24
sacylinnova;TWITTER;898;0;404;0;2022-10-24
Marca Territorio;TWITTER;40100;3;15575;4;2022-10-24
Museos de Castilla y León;FACEBOOK;8139;4;7580;0;2022-10-24
Familia;TWITTER;5115;4;2890;3;2022-10-23
Pasarela Castilla y León;TWITTER;1715;0;620;0;2022-10-23
Comunicación Junta de Castilla y León;TWITTER;63267;9;76525;-23;2022-10-23
Museos de Castilla y León;TWITTER;32999;9;25864;8;2022-10-23
FUESCYL Fundación Universidades;FACEBOOK;12657;0;3051;2;2022-10-22
Tierra de Sabor;FACEBOOK;12461;5;50415;19;2022-10-22
Museos de Castilla y León;TWITTER;32990;9;25856;2;2022-10-22
Castilla y León Digital;TWITTER;22412;5;5980;2;2022-10-21
Empleo en Castilla y León;FACEBOOK;8024;13;12221;8;2022-10-21
Familia;TWITTER;5105;8;2884;1;2022-10-20
Centro de Emergencias Castilla y León 112;TWITTER;32241;9;78575;-4;2022-10-20
Familia;TWITTER;5097;8;2883;3;2022-10-19
Instituto de la Juventud de Castilla y León;TWITTER;47810;10;18997;0;2022-10-19
Empleo en Castilla y León;TWITTER;18787;8;7772;1;2022-10-18
Instituto de la Juventud de Castilla y León;FACEBOOK;16458;9;16560;7;2022-10-18
Tierra de Sabor;TWITTER;42788;3;28569;8;2022-10-17
Centro de Emergencias Castilla y León 112;TWITTER;32213;6;78562;1;2022-10-17
Castilla y León Digital;TWITTER;22391;5;5969;2;2022-10-17
Universidades e Investigación - JCyL;TWITTER;18900;1;3129;-1;2022-10-16
ITACYL Instituto Técnico Agrario;FACEBOOK;393;2;2027;0;2022-10-15
Instituto de la Juventud de Castilla y León;TWITTER;47763;8;18986;2;2022-10-15
Salud+JCYL;FACEBOOK;12955;0;49636;-1;2022-10-14
Energía EREN;TWITTER;17243;2;3246;0;2022-10-14
ECLAP Escuela de Administración Pública;TWITTER;29503;8;5332;4;2022-10-14
Empleo en Castilla y León;FACEBOOK;7954;11;12150;4;2022-10-14
ITACYL Instituto Técnico Agrario;TWITTER;4086;3;2434;2;2022-10-13
Patrimonio Natural;FACEBOOK;3938;1;7020;1;2022-10-13
Familia;FACEBOOK;181;0;1529;1;2022-10-13
ECLAP Escuela de Administración Pública;FACEBOOK;5194;1;3693;3;2022-10-13
Cultura de Castilla y León;TWITTER;29998;7;11770;5;2022-10-12
Empresas JCYL - ICE;TWITTER;8071;0;2828;1;2022-10-12
Archivos de Castilla y León;FACEBOOK;8476;3;6290;1;2022-10-12
Turismo Castilla y León es Vida;TWITTER;71030;0;119020;0;2022-10-12
ECLAP Escuela de Administración Pública;TWITTER;29485;7;5328;0;2022-10-12
ECLAP Escuela de Administración Pública;FACEBOOK;5193;1;3690;0;2022-10-12
Instituto de la Juventud de Castilla y León;FACEBOOK;16426;3;16516;1;2022-10-12
Empleo en Castilla y León;FACEBOOK;7926;10;12138;3;2022-10-11
Familia;FACEBOOK;180;0;1528;1;2022-10-11
Empleo en Castilla y León;TWITTER;18752;7;7753;6;2022-10-11
Museos de Castilla y León;FACEBOOK;8108;2;7563;2;2022-10-11
Patrimonio Natural;FACEBOOK;3935;1;7015;1;2022-10-10
Marca Territorio;TWITTER;40058;3;15517;-10;2022-10-10
Patrimonio Castilla y León;TWITTER;1605;4;1814;15;2022-10-09
sacylinnova;TWITTER;898;0;405;0;2022-10-08
Pasarela Castilla y León;TWITTER;1715;0;617;0;2022-10-08
Comunicación Junta de Castilla y León;FACEBOOK;12293;1;34746;5;2022-10-08
Instituto de la Juventud de Castilla y León;FACEBOOK;16409;3;16503;6;2022-10-08
Instituto de la Juventud de Castilla y León;TWITTER;47687;14;18965;3;2022-10-07
Marca Territorio;TWITTER;40049;3;15521;4;2022-10-07
Turismo Castilla y León es Vida;FACEBOOK;24585;3;85395;4;2022-10-07
Pasarela Castilla y León;FACEBOOK;819;0;5783;0;2022-10-06
Empleo en Castilla y León;FACEBOOK;7891;7;12091;11;2022-10-06
Patrimonio Natural;TWITTER;24708;3;8327;5;2022-10-05
Museos de Castilla y León;FACEBOOK;8090;2;7557;-1;2022-10-04
ITACYL Instituto Técnico Agrario;FACEBOOK;366;2;2024;0;2022-10-04
Universidades e Investigación - JCyL;TWITTER;18883;2;3122;0;2022-10-04
Patrimonio Natural;TWITTER;24705;3;8322;-4;2022-10-04
FUESCYL Fundación Universidades;FACEBOOK;12634;2;3038;0;2022-10-04
Marca Territorio;TWITTER;40037;3;15505;5;2022-10-03
Energía EREN;TWITTER;17220;3;3245;-2;2022-10-03
Patrimonio Castilla y León;TWITTER;1575;6;1776;14;2022-10-03
CREFES Formación y Estudios Sociales;FACEBOOK;6709;0;3422;0;2022-10-02
Universidades e Investigación - JCyL;TWITTER;18879;4;3124;4;2022-10-02
Patrimonio Castilla y León;TWITTER;1569;4;1762;17;2022-10-02
Naturaleza Castilla y León;TWITTER;6310;8;14564;2;2022-10-01
ITACYL Instituto Técnico Agrario;TWITTER;4048;3;2414;5;2022-09-30
ECLAP Escuela de Administración Pública;FACEBOOK;5176;1;3684;-1;2022-09-30
Comunicación Junta de Castilla y León;FACEBOOK;12267;3;34707;2;2022-09-30
Tierra de Sabor;FACEBOOK;12307;5;49908;20;2022-09-29
Comunicación Junta de Castilla y León;TWITTER;62992;15;76089;19;2022-09-29
Marca Territorio;TWITTER;40027;3;15486;0;2022-09-29
Patrimonio Natural;FACEBOOK;3924;1;7006;5;2022-09-29
Patrimonio Natural;TWITTER;24688;4;8321;-2;2022-09-29
Turismo Castilla y León es Vida;TWITTER;70864;15;118806;22;2022-09-29
Atención al ciudadano 012;TWITTER;28543;10;11451;3;2022-09-29
Empresas JCYL - ICE;TWITTER;8026;10;2813;6;2022-09-28
Familia;FACEBOOK;170;2;1522;1;2022-09-28
Patrimonio Castilla y León;TWITTER;1551;6;1723;4;2022-09-28
ITACYL Instituto Técnico Agrario;TWITTER;4040;5;2407;2;2022-09-28
FUESCYL Fundación Universidades;TWITTER;23043;11;3596;1;2022-09-28
Patrimonio Natural;TWITTER;24681;4;8321;1;2022-09-27
Instituto de la Juventud de Castilla y León;FACEBOOK;16341;6;16459;2;2022-09-26
Museos de Castilla y León;TWITTER;32737;10;25751;9;2022-09-26
Turismo Castilla y León es Vida;TWITTER;70821;;118741;;2022-09-26
Tierra de Sabor;TWITTER;42659;4;28266;3;2022-09-26
Castilla y León Digital;FACEBOOK;6726;3;2975;1;2022-09-25
Museos de Castilla y León;TWITTER;32727;9;25742;12;2022-09-25
Patrimonio Castilla y León;TWITTER;1530;4;1704;3;2022-09-24
Deporte en Castilla y León;TWITTER;2221;2;755;-2;2022-09-24
Educación;TWITTER;40054;17;55900;12;2022-09-23
Tierra de Sabor;TWITTER;42640;4;28262;3;2022-09-22
Marca Territorio;FACEBOOK;5387;3;3457;-1;2022-09-22
ECLAP Escuela de Administración Pública;FACEBOOK;5165;1;3683;2;2022-09-21
Deporte en Castilla y León;TWITTER;2205;6;758;1;2022-09-21
Tierra de Sabor;TWITTER;42632;7;28261;5;2022-09-20
Cultura de Castilla y León;TWITTER;29829;10;11702;8;2022-09-20
Trabajo y Prevención de Castilla y León;TWITTER;13273;9;3550;3;2022-09-20
Museos de Castilla y León;TWITTER;32677;9;25719;1;2022-09-20
Pasarela Castilla y León;FACEBOOK;802;1;5772;0;2022-09-20
