perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Turismo Castilla y León es Vida;TWITTER;38097;15;72826;79;2017-03-26
Turismo Castilla y León es Vida;TWITTER;37939;17;72215;49;2017-03-17
Turismo Castilla y León es Vida;TWITTER;37648;18;71439;39;2017-03-01
Turismo Castilla y León es Vida;TWITTER;37469;12;70963;57;2017-02-18
Turismo Castilla y León es Vida;TWITTER;37236;11;69057;207;2017-02-05
Turismo Castilla y León es Vida;TWITTER;36880;12;65102;123;2017-01-14
Turismo Castilla y León es Vida;TWITTER;36813;15;64427;134;2017-01-10
Turismo Castilla y León es Vida;TWITTER;36579;18;61692;104;2016-12-23
Turismo Castilla y León es Vida;TWITTER;36544;17;61501;53;2016-12-21
Turismo Castilla y León es Vida;TWITTER;36511;15;61384;73;2016-12-19
Turismo Castilla y León es Vida;TWITTER;36443;17;61061;83;2016-12-14
Turismo Castilla y León es Vida;TWITTER;36412;15;60920;67;2016-12-12
Turismo Castilla y León es Vida;TWITTER;36309;11;60228;72;2016-12-03
Turismo Castilla y León es Vida;TWITTER;36085;19;59301;79;2016-11-21
Turismo Castilla y León es Vida;TWITTER;36066;11;59222;86;2016-11-20
Turismo Castilla y León es Vida;TWITTER;35956;11;58618;97;2016-11-13
Turismo Castilla y León es Vida;TWITTER;35890;20;58190;98;2016-11-09
Turismo Castilla y León es Vida;TWITTER;35732;11;57337;96;2016-10-30
Turismo Castilla y León es Vida;TWITTER;35721;12;57241;79;2016-10-29
Turismo Castilla y León es Vida;TWITTER;35563;11;56157;35;2016-10-15
Turismo Castilla y León es Vida;TWITTER;35246;11;54697;49;2016-09-24
Turismo Castilla y León es Vida;TWITTER;35133;11;54292;74;2016-09-18
Turismo Castilla y León es Vida;TWITTER;35030;12;53750;68;2016-09-11
Turismo Castilla y León es Vida;TWITTER;34872;20;53121;61;2016-09-01
Turismo Castilla y León es Vida;TWITTER;34706;14;52572;57;2016-08-22
Turismo Castilla y León es Vida;TWITTER;34510;18;51893;38;2016-08-09
Turismo Castilla y León es Vida;TWITTER;34246;22;51111;66;2016-07-22
Turismo Castilla y León es Vida;TWITTER;34128;19;50711;72;2016-07-15
Turismo Castilla y León es Vida;TWITTER;33797;12;49712;53;2016-06-25
Turismo Castilla y León es Vida;TWITTER;33714;15;49396;45;2016-06-17
Turismo Castilla y León es Vida;TWITTER;33479;17;48069;49;2016-05-26
Turismo Castilla y León es Vida;TWITTER;33281;12;47326;55;2016-05-13
Turismo Castilla y León es Vida;TWITTER;33121;16;46811;31;2016-05-03
Turismo Castilla y León es Vida;TWITTER;33016;15;46507;50;2016-04-26
Turismo Castilla y León es Vida;TWITTER;33001;17;46457;52;2016-04-25
Turismo Castilla y León es Vida;TWITTER;32984;10;46405;72;2016-04-24
Turismo Castilla y León es Vida;TWITTER;32954;15;46267;42;2016-04-22
Turismo Castilla y León es Vida;TWITTER;32643;16;45034;56;2016-04-01
Turismo Castilla y León es Vida;TWITTER;32451;14;44353;35;2016-03-19
Turismo Castilla y León es Vida;TWITTER;32405;19;44251;42;2016-03-16
Turismo Castilla y León es Vida;TWITTER;32373;14;44177;36;2016-03-14
Turismo Castilla y León es Vida;TWITTER;32359;12;44141;37;2016-03-13
Turismo Castilla y León es Vida;TWITTER;32154;10;43595;29;2016-02-29
Turismo Castilla y León es Vida;TWITTER;32100;15;43415;51;2016-02-25
Turismo Castilla y León es Vida;TWITTER;31795;16;42336;42;2016-02-03
Turismo Castilla y León es Vida;TWITTER;31537;14;41469;58;2016-01-18
Turismo Castilla y León es Vida;TWITTER;31454;14;41143;48;2016-01-12
Centro de Emergencias Castilla y León 112;FACEBOOK;14903;7;16300;4;2020-12-29
Centro de Emergencias Castilla y León 112;FACEBOOK;14896;11;16296;2;2020-12-28
Centro de Emergencias Castilla y León 112;FACEBOOK;14818;7;16283;1;2020-12-18
Centro de Emergencias Castilla y León 112;FACEBOOK;14723;8;16267;2;2020-12-06
Centro de Emergencias Castilla y León 112;FACEBOOK;14667;9;16260;6;2020-11-30
Centro de Emergencias Castilla y León 112;FACEBOOK;14603;5;16229;4;2020-11-21
Centro de Emergencias Castilla y León 112;FACEBOOK;14496;9;16203;3;2020-11-05
Centro de Emergencias Castilla y León 112;FACEBOOK;14392;10;16086;10;2020-10-23
Centro de Emergencias Castilla y León 112;FACEBOOK;14283;7;15990;-1;2020-10-11
Centro de Emergencias Castilla y León 112;FACEBOOK;14212;11;15970;4;2020-10-02
Centro de Emergencias Castilla y León 112;FACEBOOK;14176;9;15936;9;2020-09-27
Centro de Emergencias Castilla y León 112;FACEBOOK;14034;7;15851;1;2020-09-08
Centro de Emergencias Castilla y León 112;FACEBOOK;13918;6;15760;4;2020-08-24
Centro de Emergencias Castilla y León 112;FACEBOOK;13880;6;15721;4;2020-08-19
Centro de Emergencias Castilla y León 112;FACEBOOK;13822;12;15669;24;2020-08-12
Centro de Emergencias Castilla y León 112;FACEBOOK;13720;12;15417;-2;2020-07-31
Centro de Emergencias Castilla y León 112;FACEBOOK;13536;8;15173;8;2020-07-09
Centro de Emergencias Castilla y León 112;FACEBOOK;13493;9;15154;1;2020-07-04
Centro de Emergencias Castilla y León 112;FACEBOOK;13399;7;15101;2;2020-06-22
Centro de Emergencias Castilla y León 112;FACEBOOK;13346;6;15083;9;2020-06-15
Centro de Emergencias Castilla y León 112;FACEBOOK;13308;7;15036;7;2020-06-09
Centro de Emergencias Castilla y León 112;FACEBOOK;13268;6;15008;5;2020-06-04
Centro de Emergencias Castilla y León 112;FACEBOOK;13255;9;14984;11;2020-06-02
Centro de Emergencias Castilla y León 112;FACEBOOK;13175;6;14942;4;2020-05-23
Centro de Emergencias Castilla y León 112;FACEBOOK;13117;9;14889;19;2020-05-16
Centro de Emergencias Castilla y León 112;FACEBOOK;13091;8;14804;10;2020-05-13
Centro de Emergencias Castilla y León 112;FACEBOOK;13064;8;14787;0;2020-05-10
Centro de Emergencias Castilla y León 112;FACEBOOK;12923;12;14665;13;2020-04-25
Centro de Emergencias Castilla y León 112;FACEBOOK;12737;8;14486;10;2020-04-04
Centro de Emergencias Castilla y León 112;FACEBOOK;12662;7;14373;20;2020-03-27
Centro de Emergencias Castilla y León 112;FACEBOOK;12655;8;14353;13;2020-03-25
Centro de Emergencias Castilla y León 112;FACEBOOK;12552;6;14160;5;2020-03-14
Centro de Emergencias Castilla y León 112;FACEBOOK;12490;6;13850;2;2020-03-04
Centro de Emergencias Castilla y León 112;FACEBOOK;12460;6;13810;4;2020-02-28
Centro de Emergencias Castilla y León 112;FACEBOOK;12454;6;13806;4;2020-02-27
Centro de Emergencias Castilla y León 112;FACEBOOK;12346;5;13763;0;2020-02-10
Centro de Emergencias Castilla y León 112;FACEBOOK;12333;6;13761;5;2020-02-07
Centro de Emergencias Castilla y León 112;FACEBOOK;12290;7;13761;7;2020-01-30
Centro de Emergencias Castilla y León 112;FACEBOOK;12210;9;13728;1;2020-01-17
Centro de Emergencias Castilla y León 112;FACEBOOK;12106;11;13680;2;2019-12-30
Centro de Emergencias Castilla y León 112;FACEBOOK;12053;8;13665;2;2019-12-23
Centro de Emergencias Castilla y León 112;FACEBOOK;11996;9;13631;0;2019-12-18
Centro de Emergencias Castilla y León 112;FACEBOOK;11880;4;13577;4;2019-11-28
Centro de Emergencias Castilla y León 112;FACEBOOK;11845;7;13551;1;2019-11-21
Centro de Emergencias Castilla y León 112;FACEBOOK;11829;6;13549;3;2019-11-18
Centro de Emergencias Castilla y León 112;FACEBOOK;11767;7;13511;3;2019-11-08
Centro de Emergencias Castilla y León 112;FACEBOOK;11746;5;13497;1;2019-11-05
Centro de Emergencias Castilla y León 112;FACEBOOK;11716;5;13473;4;2019-10-31
Centro de Emergencias Castilla y León 112;FACEBOOK;11583;2;13381;1;2019-10-04
Centro de Emergencias Castilla y León 112;FACEBOOK;11564;4;13382;-1;2019-09-29
Centro de Emergencias Castilla y León 112;FACEBOOK;11550;4;13374;3;2019-09-26
Centro de Emergencias Castilla y León 112;FACEBOOK;11458;5;13319;3;2019-09-08
Centro de Emergencias Castilla y León 112;FACEBOOK;11368;9;13262;2;2019-08-23
Centro de Emergencias Castilla y León 112;FACEBOOK;11331;8;13232;9;2019-08-18
Centro de Emergencias Castilla y León 112;FACEBOOK;11261;4;13172;8;2019-08-02
Centro de Emergencias Castilla y León 112;FACEBOOK;11254;6;13151;4;2019-07-31
Centro de Emergencias Castilla y León 112;FACEBOOK;11183;5;13117;5;2019-07-19
Centro de Emergencias Castilla y León 112;FACEBOOK;11060;14;13022;5;2019-06-29
Centro de Emergencias Castilla y León 112;FACEBOOK;10992;4;12951;1;2019-06-18
Centro de Emergencias Castilla y León 112;FACEBOOK;10978;3;12939;6;2019-06-15
Centro de Emergencias Castilla y León 112;FACEBOOK;10969;6;12931;0;2019-06-13
Centro de Emergencias Castilla y León 112;FACEBOOK;10955;4;12923;4;2019-06-10
Centro de Emergencias Castilla y León 112;FACEBOOK;10915;4;12909;4;2019-06-02
Centro de Emergencias Castilla y León 112;FACEBOOK;10861;5;12891;3;2019-05-22
Centro de Emergencias Castilla y León 112;FACEBOOK;10718;4;12663;5;2019-04-23
Centro de Emergencias Castilla y León 112;FACEBOOK;10640;6;12571;4;2019-04-07
Centro de Emergencias Castilla y León 112;FACEBOOK;10634;8;12567;4;2019-04-06
Centro de Emergencias Castilla y León 112;FACEBOOK;10506;5;12478;5;2019-03-11
Centro de Emergencias Castilla y León 112;FACEBOOK;10483;6;12433;5;2019-03-06
Centro de Emergencias Castilla y León 112;FACEBOOK;10402;5;12393;8;2019-02-18
Centro de Emergencias Castilla y León 112;FACEBOOK;10341;4;12336;5;2019-02-04
Centro de Emergencias Castilla y León 112;FACEBOOK;10313;5;12321;2;2019-01-31
Centro de Emergencias Castilla y León 112;FACEBOOK;10251;5;12291;7;2019-01-20
Centro de Emergencias Castilla y León 112;FACEBOOK;10148;6;12192;2;2018-12-31
Centro de Emergencias Castilla y León 112;FACEBOOK;10085;5;12164;0;2018-12-19
Centro de Emergencias Castilla y León 112;FACEBOOK;10077;5;12162;2;2018-12-17
Centro de Emergencias Castilla y León 112;FACEBOOK;10030;6;12144;2;2018-12-08
Centro de Emergencias Castilla y León 112;FACEBOOK;9973;6;12114;5;2018-11-28
Centro de Emergencias Castilla y León 112;FACEBOOK;9967;10;12109;9;2018-11-27
Centro de Emergencias Castilla y León 112;FACEBOOK;9911;6;12070;9;2018-11-16
Centro de Emergencias Castilla y León 112;FACEBOOK;9905;8;12061;6;2018-11-15
Centro de Emergencias Castilla y León 112;FACEBOOK;9870;4;12024;2;2018-11-09
Centro de Emergencias Castilla y León 112;FACEBOOK;9856;5;12014;2;2018-11-06
Centro de Emergencias Castilla y León 112;FACEBOOK;9838;10;12013;4;2018-11-03
Centro de Emergencias Castilla y León 112;FACEBOOK;9775;6;11935;21;2018-10-25
Centro de Emergencias Castilla y León 112;FACEBOOK;9694;5;11818;42;2018-10-10
Centro de Emergencias Castilla y León 112;FACEBOOK;9647;8;11749;-2;2018-10-01
Centro de Emergencias Castilla y León 112;FACEBOOK;9602;6;11697;2;2018-09-24
Centro de Emergencias Castilla y León 112;FACEBOOK;9583;7;11680;6;2018-09-21
Centro de Emergencias Castilla y León 112;FACEBOOK;9576;6;11674;7;2018-09-20
Centro de Emergencias Castilla y León 112;FACEBOOK;9508;6;11637;1;2018-09-09
Centro de Emergencias Castilla y León 112;FACEBOOK;9503;5;11595;21;2018-09-02
Centro de Emergencias Castilla y León 112;FACEBOOK;9495;0;11149;0;2018-08-21
Centro de Emergencias Castilla y León 112;FACEBOOK;9496;-3;11149;0;2018-08-16
Centro de Emergencias Castilla y León 112;FACEBOOK;9499;4;11149;0;2018-08-15
Centro de Emergencias Castilla y León 112;FACEBOOK;9462;8;11107;15;2018-07-23
Centro de Emergencias Castilla y León 112;FACEBOOK;9421;5;11043;6;2018-07-17
Centro de Emergencias Castilla y León 112;FACEBOOK;9411;9;11036;1;2018-07-15
Centro de Emergencias Castilla y León 112;FACEBOOK;9288;8;10947;11;2018-06-27
Centro de Emergencias Castilla y León 112;FACEBOOK;9256;10;10914;4;2018-06-23
Centro de Emergencias Castilla y León 112;FACEBOOK;9193;5;10839;5;2018-06-14
Centro de Emergencias Castilla y León 112;FACEBOOK;9152;3;10798;0;2018-06-05
Centro de Emergencias Castilla y León 112;FACEBOOK;9139;6;10790;11;2018-06-02
Centro de Emergencias Castilla y León 112;FACEBOOK;9116;6;10760;1;2018-05-29
Centro de Emergencias Castilla y León 112;FACEBOOK;9037;4;10717;1;2018-05-15
Centro de Emergencias Castilla y León 112;FACEBOOK;9007;5;10711;-2;2018-05-09
Centro de Emergencias Castilla y León 112;FACEBOOK;8987;10;10709;0;2018-05-06
Centro de Emergencias Castilla y León 112;FACEBOOK;8977;5;10709;0;2018-05-05
Centro de Emergencias Castilla y León 112;FACEBOOK;8947;3;10697;5;2018-04-30
Centro de Emergencias Castilla y León 112;FACEBOOK;8944;5;10692;7;2018-04-29
Centro de Emergencias Castilla y León 112;FACEBOOK;8935;5;10678;4;2018-04-27
Centro de Emergencias Castilla y León 112;FACEBOOK;8896;6;10663;1;2018-04-20
Centro de Emergencias Castilla y León 112;FACEBOOK;8890;4;10662;-3;2018-04-19
Centro de Emergencias Castilla y León 112;FACEBOOK;8819;3;10627;0;2018-04-04
Centro de Emergencias Castilla y León 112;FACEBOOK;8800;8;10608;1;2018-03-31
Centro de Emergencias Castilla y León 112;FACEBOOK;8792;7;10607;5;2018-03-30
Centro de Emergencias Castilla y León 112;FACEBOOK;8753;6;10583;3;2018-03-23
Centro de Emergencias Castilla y León 112;FACEBOOK;8494;4;10374;5;2018-02-14
Centro de Emergencias Castilla y León 112;FACEBOOK;8478;8;10361;0;2018-02-11
Centro de Emergencias Castilla y León 112;FACEBOOK;8470;3;10361;3;2018-02-10
Centro de Emergencias Castilla y León 112;FACEBOOK;8314;5;10158;6;2018-01-14
Centro de Emergencias Castilla y León 112;FACEBOOK;8262;10;10114;7;2018-01-07
Centro de Emergencias Castilla y León 112;FACEBOOK;8248;3;10092;24;2018-01-05
Centro de Emergencias Castilla y León 112;FACEBOOK;8044;8;9802;6;2017-12-02
Centro de Emergencias Castilla y León 112;FACEBOOK;7944;6;9663;133;2017-11-16
Centro de Emergencias Castilla y León 112;FACEBOOK;7880;9;9478;0;2017-11-04
Centro de Emergencias Castilla y León 112;FACEBOOK;7794;7;8489;0;2017-10-19
Centro de Emergencias Castilla y León 112;FACEBOOK;7736;5;8489;0;2017-10-08
Centro de Emergencias Castilla y León 112;FACEBOOK;7689;4;8489;0;2017-09-30
Centro de Emergencias Castilla y León 112;FACEBOOK;7612;5;8489;0;2017-09-18
Centro de Emergencias Castilla y León 112;FACEBOOK;7493;7;8489;0;2017-08-31
Centro de Emergencias Castilla y León 112;FACEBOOK;7412;10;8489;0;2017-08-19
Centro de Emergencias Castilla y León 112;FACEBOOK;7384;10;8489;0;2017-08-16
Centro de Emergencias Castilla y León 112;FACEBOOK;7218;7;8489;0;2017-07-29
Centro de Emergencias Castilla y León 112;FACEBOOK;7146;6;8489;0;2017-07-19
Centro de Emergencias Castilla y León 112;FACEBOOK;7088;12;8489;0;2017-07-12
Centro de Emergencias Castilla y León 112;FACEBOOK;7061;9;8489;0;2017-07-09
Centro de Emergencias Castilla y León 112;FACEBOOK;7052;9;8489;0;2017-07-08
Centro de Emergencias Castilla y León 112;FACEBOOK;7022;9;8484;7;2017-07-04
Centro de Emergencias Castilla y León 112;FACEBOOK;6957;6;8385;5;2017-06-24
Centro de Emergencias Castilla y León 112;FACEBOOK;6951;6;8380;9;2017-06-23
Centro de Emergencias Castilla y León 112;FACEBOOK;6786;7;8188;8;2017-06-02
Centro de Emergencias Castilla y León 112;FACEBOOK;6779;5;8180;1;2017-06-01
Centro de Emergencias Castilla y León 112;FACEBOOK;6755;4;8164;2;2017-05-28
Centro de Emergencias Castilla y León 112;FACEBOOK;6736;5;8151;4;2017-05-24
Centro de Emergencias Castilla y León 112;FACEBOOK;6664;8;8105;0;2017-05-10
Centro de Emergencias Castilla y León 112;FACEBOOK;6633;7;8094;4;2017-05-05
Centro de Emergencias Castilla y León 112;FACEBOOK;6626;6;8090;5;2017-05-04
Centro de Emergencias Castilla y León 112;FACEBOOK;6556;11;8025;9;2017-04-22
Centro de Emergencias Castilla y León 112;FACEBOOK;6516;10;7986;11;2017-04-17
Centro de Emergencias Castilla y León 112;FACEBOOK;6472;10;7865;6;2017-04-09
Centro de Emergencias Castilla y León 112;FACEBOOK;6253;6;7596;10;2017-03-04
Centro de Emergencias Castilla y León 112;FACEBOOK;6188;5;7485;3;2017-02-21
Centro de Emergencias Castilla y León 112;FACEBOOK;6142;9;7408;6;2017-02-13
Centro de Emergencias Castilla y León 112;FACEBOOK;6052;4;7299;18;2017-01-31
Centro de Emergencias Castilla y León 112;FACEBOOK;5991;10;7230;10;2017-01-23
Centro de Emergencias Castilla y León 112;FACEBOOK;5975;5;7213;8;2017-01-21
Centro de Emergencias Castilla y León 112;FACEBOOK;5918;10;7154;7;2017-01-13
Centro de Emergencias Castilla y León 112;FACEBOOK;5891;10;7124;12;2017-01-10
Centro de Emergencias Castilla y León 112;FACEBOOK;5881;6;7112;13;2017-01-09
Centro de Emergencias Castilla y León 112;FACEBOOK;5860;7;7077;4;2017-01-06
Centro de Emergencias Castilla y León 112;FACEBOOK;5802;4;7011;1;2016-12-27
Centro de Emergencias Castilla y León 112;FACEBOOK;5728;10;6964;9;2016-12-16
Centro de Emergencias Castilla y León 112;FACEBOOK;5674;12;6898;11;2016-12-07
Centro de Emergencias Castilla y León 112;FACEBOOK;5631;6;6850;3;2016-12-01
Centro de Emergencias Castilla y León 112;FACEBOOK;5485;7;6745;9;2016-11-10
Centro de Emergencias Castilla y León 112;FACEBOOK;5443;6;6718;9;2016-11-04
Centro de Emergencias Castilla y León 112;FACEBOOK;5420;4;6697;4;2016-10-31
Centro de Emergencias Castilla y León 112;FACEBOOK;5416;6;6693;13;2016-10-30
Centro de Emergencias Castilla y León 112;FACEBOOK;5097;6;6380;3;2016-09-13
Centro de Emergencias Castilla y León 112;FACEBOOK;5020;5;6315;13;2016-09-04
Centro de Emergencias Castilla y León 112;FACEBOOK;4269;6;5032;3;2016-05-14
Centro de Emergencias Castilla y León 112;FACEBOOK;4047;6;4830;2;2016-04-07
Centro de Emergencias Castilla y León 112;FACEBOOK;3821;8;4674;26;2016-03-03
Centro de Emergencias Castilla y León 112;FACEBOOK;3622;5;4364;3;2016-02-04
Centro de Emergencias Castilla y León 112;FACEBOOK;3590;6;4332;7;2016-01-29
Centro de Emergencias Castilla y León 112;TWITTER;25561;10;72176;9;2020-12-26
Centro de Emergencias Castilla y León 112;TWITTER;25493;7;72152;-1;2020-12-19
Centro de Emergencias Castilla y León 112;TWITTER;23790;16;70239;15;2020-07-25
Centro de Emergencias Castilla y León 112;TWITTER;22806;13;69720;10;2020-04-24
Centro de Emergencias Castilla y León 112;TWITTER;22742;9;69753;11;2020-04-19
Centro de Emergencias Castilla y León 112;TWITTER;22374;17;68905;62;2020-03-19
Centro de Emergencias Castilla y León 112;TWITTER;22127;7;67927;2;2020-03-03
Centro de Emergencias Castilla y León 112;TWITTER;22082;6;67890;8;2020-02-27
Centro de Emergencias Castilla y León 112;TWITTER;21823;6;67736;7;2020-01-22
Centro de Emergencias Castilla y León 112;TWITTER;21662;10;67641;6;2020-01-02
Centro de Emergencias Castilla y León 112;TWITTER;21498;11;67553;20;2019-12-18
Centro de Emergencias Castilla y León 112;TWITTER;21269;14;67478;5;2019-11-15
Centro de Emergencias Castilla y León 112;TWITTER;21117;8;67403;-4;2019-10-27
Centro de Emergencias Castilla y León 112;TWITTER;21060;5;67396;13;2019-10-19
Centro de Emergencias Castilla y León 112;TWITTER;21055;5;67383;-12;2019-10-18
Centro de Emergencias Castilla y León 112;TWITTER;20867;8;67217;4;2019-09-16
Centro de Emergencias Castilla y León 112;TWITTER;20824;6;67161;3;2019-09-09
Centro de Emergencias Castilla y León 112;TWITTER;20811;4;67148;11;2019-09-07
Centro de Emergencias Castilla y León 112;TWITTER;20775;8;67097;10;2019-09-01
Centro de Emergencias Castilla y León 112;TWITTER;20744;6;67076;6;2019-08-28
Centro de Emergencias Castilla y León 112;TWITTER;20497;5;66816;5;2019-07-27
Centro de Emergencias Castilla y León 112;TWITTER;20293;8;66589;9;2019-07-02
Centro de Emergencias Castilla y León 112;TWITTER;20048;6;66357;6;2019-05-27
Centro de Emergencias Castilla y León 112;TWITTER;19908;8;66271;6;2019-05-02
Centro de Emergencias Castilla y León 112;TWITTER;19894;5;66251;7;2019-04-30
Centro de Emergencias Castilla y León 112;TWITTER;19696;7;66098;4;2019-03-29
Centro de Emergencias Castilla y León 112;TWITTER;19673;6;66083;10;2019-03-26
Comunicación Junta de Castilla y León;FACEBOOK;3940;8;6064;5;2017-03-27
Comunicación Junta de Castilla y León;FACEBOOK;3886;2;5974;5;2017-03-11
Comunicación Junta de Castilla y León;FACEBOOK;3876;4;5962;2;2017-03-08
Comunicación Junta de Castilla y León;FACEBOOK;3836;3;5885;3;2017-02-24
Comunicación Junta de Castilla y León;FACEBOOK;3699;4;5683;9;2017-01-24
Comunicación Junta de Castilla y León;FACEBOOK;3612;2;5527;11;2016-12-30
Comunicación Junta de Castilla y León;FACEBOOK;3579;4;5475;0;2016-12-20
Comunicación Junta de Castilla y León;FACEBOOK;3541;6;5422;5;2016-12-12
